symbol,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiments
AAPL,Berkshire's Buys and Sells Included a Mystery Move,https://www.barrons.com/amp/articles/warren-buffett-berkshire-hathaway-13f-stock-buy-sell-0838b6d1,20231115T145500,"['Brian Swint', 'Andrew Bary']",Berkshire Hathaway's Stock Buys and Sells Included One Mystery Move ...,https://images.barrons.com/im-732053/social,Barrons,n/a,www.barrons.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.998962'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}]",0.202543,Somewhat-Bullish,[]
AAPL,US lawmakers question Apple over Jon Stewart's China content,https://www.reuters.com/business/media-telecom/us-lawmakers-question-apple-over-jon-stewarts-china-content-2023-11-15/,20231115T145400,"['Patricia Zengerle', 'Michael Martina']","Comedian and talk show host Jon Stewart arrives on the red carpet before receiving the Mark Twain Prize For American Humor, at The Kennedy Center in Washington, U.S., April 24 2022. REUTERS/Cheriss May/File Photo Acquire Licensing Rights",https://s3.amazonaws.com/arc-authors/reuters/ec5a003d-dee3-4f0d-802e-d189696554a1.png,Reuters,Business,www.reuters.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.128268,Neutral,[]
AAPL,"Music Licensing, Inc. Announces Licensing Enforcement & Collection Litigation Campaign, and Common Stock Buyback Program",https://markets.businessinsider.com/news/stocks/music-licensing-inc.-announces-licensing-enforcement-collection-litigation-campaign-and-common-stock-buyback-program-1032823182,20231115T140600,['NEWSFILE'],"Naples, Florida-- ( Newsfile Corp. - November 15, 2023 ) - Music Licensing, Inc. ( OTC Pink: SONG ) , a leading player in the music licensing industry, today announced the commencement of a licensing enforcement and collection litigation campaign, coupled with the launch of a common stock ...",https://api.newsfilecorp.com/newsinfo/187475/208,Business Insider,RSS,markets.businessinsider.com,"[{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.976913'}]",0.351488,Bullish,[]
AAPL,"Apple And Google Could Face Consumption Tax Liability On Foreign Apps In Japan - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/news/23/11/35803758/apple-and-google-could-face-consumption-tax-liability-on-foreign-apps-in-japan,20231115T135114,['Benzinga Neuro'],"In a significant move, Japan's government has proposed that Apple Inc. AAPL and Alphabet Inc.'s GOOG GOOGL Google, be held responsible for paying consumption taxes on foreign apps.",https://cdn.benzinga.com/files/images/story/2023/Apple--Image-Via-Shutterstock.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.139105,Neutral,[]
AAPL,Futures Rise Ahead Of Key Inflation Data,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-key-inflation-data-targets-surges-on-earnings/,20231115T132100,"['SCOTT LEHTONEN', ""Investor's Business Daily""]","Dow Jones futures tried to keep the party going with solid gains in premarket action Wednesday as the markets awaited more inflation data. Meanwhile, retail figures were also on tap, just as industry giant Target ( TGT ) surged on strong earnings results.",https://www.investors.com/wp-content/uploads/2017/02/stock-wallStreet-1-shutter.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}]",0.232593,Somewhat-Bullish,[]
AAPL,The Grinch may steal holiday cheer from these consumer tech companies,https://www.marketwatch.com/story/the-grinch-may-steal-holiday-cheer-from-these-consumer-tech-companies-5208f26e,20231115T130500,['Therese Poletti'],"The Grinch is expected to steal some holiday cheer for several consumer-focused tech companies, in what is normally their strongest quarter.",https://images.mktw.net/im-886967/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.938793'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.0,Neutral,[]
AAPL,"Apple, PepsiCo And 2 Other Stocks Insiders Are Selling - Apple  ( NASDAQ:AAPL ) , Gartner  ( NYSE:IT ) ",https://www.benzinga.com/news/23/11/35802372/apple-pepsico-and-2-other-stocks-insiders-are-selling,20231115T130250,['Lisa Levin'],"The Nasdaq 100 closed higher by over 2% on Tuesday. Investors, meanwhile, focused on some notable insider trades. When insiders sell shares, it could be a preplanned sale, or could indicate their concern in the company's prospects or that they view the stock as being overpriced.",https://cdn.benzinga.com/files/images/story/2023/11/15/apple_-_logo.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.138962,Neutral,[]
AAPL,Forget Nvidia. Top Funds Invest 10 Times As Much In Amazon Stock.,https://www.investors.com/research/breakout-stocks-technical-analysis/amazon-stock-top-funds-invest-10-times-as-much-in-amazon-as-in-nvidia-stock/,20231115T130100,"[""Investor's Business Daily"", 'MATTHEW GALGANI']","Last month, the best mutual funds bet big on Nvidia ( NVDA ) , scooping up more than $1.6 billion worth of the stock. But this month, Amazon.com ( AMZN ) snatched the crown as the AI Wall Street darling.",https://www.investors.com/wp-content/uploads/2023/11/Stock-angrylion-01-adobe.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999612'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.273807,Somewhat-Bullish,[]
AAPL,How much thematic exposure do stock-market investors have? Here's what BlackRock found.,https://www.marketwatch.com/story/how-much-thematic-exposure-do-stock-market-investors-have-heres-what-blackrock-found-f469bb9b,20231115T130100,['Christine Idzelis'],"The dominant ""Magnificent Seven"" stocks in S&P 500 may have some investors expecting that they're ""well exposed"" to thematic growth in their portfolios, but that might not be the case, according to BlackRock.",https://images.mktw.net/im-22882122?width=700&height=383,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.988787'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.234308,Somewhat-Bullish,[]
AAPL,"mophie debuts a new version of the 3-in-1 travel charger with MagSafe, which redefined portable charging convenience for Apple users",https://www.benzinga.com/pressreleases/23/11/g35802292/mophie-debuts-a-new-version-of-the-3-in-1-travel-charger-with-magsafe-which-redefined-portable-cha,20231115T130026,['Globe Newswire'],"SALT LAKE CITY, Nov. 15, 2023 ( GLOBE NEWSWIRE ) -- mophie®, a leading brand in power, today announced a new version of the 3-in-1 travel charger with MagSafe, the company's best-selling multi-device travel charger. The 3-in-1 travel charger with MagSafe can provide up to 15W of fast-charging ...",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",0.326582,Somewhat-Bullish,[]
AAPL,Analysis: 3 things to know about the most important relationship in the global economy | Business,https://www.cnn.com/2023/11/15/economy/us-china-key-issues-apec-summit-intl-hnk/index.html,20231115T130000,['Michelle Toh'],3 things to know about the most important relationship in the global economy ...,"https://media.cnn.com/api/v1/images/stellar/prod/231114092022-02-us-china-trade.jpg?q=w_1110,c_fill",CNN,Economy,www.cnn.com,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.623304'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.038174,Neutral,[]
AAPL,3 Growth Mutual Funds to Buy as Inflation Eases,https://www.zacks.com/stock/news/2184426/3-growth-mutual-funds-to-buy-as-inflation-eases,20231115T125600,['Zacks Equity Research'],"Flat CPI data fuel opportunities in growth mutual funds such as DREVX, PEMGX and NSGRX.",https://staticx-tuner.zacks.com/images/articles/main/ad/591.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.972756'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}]",0.246973,Somewhat-Bullish,[]
AAPL,"Got $1,000? Here Are 4 Artificial Intelligence Stocks to Buy Hand Over Fist, to Help You Retire a Millionaire.",https://www.fool.com/investing/2023/11/15/got-1000-here-are-4-artificial-intelligence-stocks/,20231115T125000,['Adam Spatacco'],"These four members of the ""Magnificent Seven"" could help you retire a millionaire.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F753062%2Fsocial-media-scrolling-on-phone-networking.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.997874'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.276386,Somewhat-Bullish,[]
AAPL,2 Hot Stocks to Buy and Hold Until You Retire,https://www.fool.com/investing/2023/11/15/2-hot-stocks-to-buy-and-hold-until-you-retire/,20231115T121500,['Dani Cook'],"The tech industry is booming, and these companies are well-positioned to see major gains over the long term.",https://media.ycharts.com/charts/8f6c45e7186e8c82a706f6b1dbf5f51d.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.161647'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.231693,Somewhat-Bullish,[]
AAPL,"Got $1,000? 3 Warren Buffett Stocks to Buy Hand Over Fist",https://www.fool.com/investing/2023/11/15/got-1000-3-warren-buffett-stocks-buy-hand-fist/,20231115T114500,['Will Healy'],"Yes, you can invest like Warren Buffett's team on a modest budget.",https://g.foolcdn.com/misc-assets/hp-sa-cumulative-growth-chart.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.99793'}, {'topic': 'Earnings', 'relevance_score': '0.972476'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.149747,Neutral,[]
AAPL,"Hedge-fund manager who called last year's tech crash bets on Florida, oil drillers and this commodity",https://www.marketwatch.com/story/hedge-fund-manager-who-called-last-years-tech-crash-bets-on-florida-oil-drillers-and-this-commodity-aa13443c,20231115T114300,['Barbara Kollmeyer'],"Harris Kupperman, founder of hedge fund Praetorian Capital, says uranium, Florida and oil service companies are the best bets going right now.",https://images.mktw.net/im-43046052?width=700&height=461,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.989041'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",0.085862,Neutral,[]
AAPL,Should You Invest in the Technology Select Sector SPDR ETF  ( XLK ) ?,https://www.zacks.com/stock/news/2184353/should-you-invest-in-the-technology-select-sector-spdr-etf-xlk,20231115T112006,['Zacks Equity Research'],Sector ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default266.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.163819,Somewhat-Bullish,[]
AAPL,iPhone 14 Users Get An Extra Year Of Free Emergency Satellite SOS From Apple - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/news/23/11/35799406/iphone-14-users-get-an-extra-year-of-free-emergency-satellite-sos-from-apple,20231115T104804,['Rounak Jain'],"Users of the Apple Inc. AAPL iPhone 14 can celebrate as the tech giant has announced a free extension of its Emergency SOS via Satellite service for an additional year. What Happened: The Emergency Satellite service, which debuted last year, has been offered for an extra year at no additional ...",https://cdn.benzinga.com/files/images/story/2023/iPhone-SOS.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.009796,Neutral,[]
AAPL,"9 In 10 Teens Own And Will Buy An iPhone Next, Even As Android Boss Hiroshi Lockheimer Laments Losing 10% Users To iPhone Every Year - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/news/23/11/35799293/9-in-10-teens-own-and-will-buy-an-iphone-next-even-as-android-boss-hiroshi-lockheimer-laments-losing,20231115T103321,['Rounak Jain'],"Apple Inc.'s AAPL iPhones are extremely popular amongst teens in the US. Nearly 9 in 10 teens say they either already have an iPhone or that their next phone will be an iPhone. Now, Google's Hiroshi Lockheimer has revealed more depressing news for Android - it's actively losing users to the ...",https://cdn.benzinga.com/files/images/story/2023/Asian-Girl-Using-Iphone-13-Pro-Smartphon.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.078667,Neutral,[]
AAPL,The Embarrassingly Easy Way Warren Buffett Is Raking in Over $12 Billion Annually for Berkshire Hathaway,https://www.fool.com/investing/2023/11/15/easy-way-warren-buffett-rake-in-12-billion-yearly/,20231115T100600,['Sean Williams'],Two strategies that require virtually no effort are generating more than $12 billion in yearly income for Buffett's company.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F754791%2Fbuffett8-tmf.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.288495,Somewhat-Bullish,[]
AAPL,Forget Apple: These 2 Stocks Are Better Buys for a Bull Market,https://www.fool.com/investing/2023/11/15/forget-apple-2-stocks-better-buys-bull-market/,20231115T100000,['Adria Cimino'],All three of these stocks have gained this year.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F755035%2Fe-commerce-man-smiling-credit-card.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Earnings', 'relevance_score': '0.998311'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.339015,Somewhat-Bullish,[]
AAPL,"Elon Musk, Satya Nadella Among Tech Leaders To Interact With Chinese President At APEC Summit Dinner - Apple  ( NASDAQ:AAPL ) , Citigroup  ( NYSE:C ) ",https://www.benzinga.com/news/23/11/35798155/elon-musk-satya-nadella-among-tech-leaders-to-interact-with-chinese-president-at-apec-summit-dinner,20231115T090539,['Benzinga Neuro'],Tech heavyweights from the U.S. are poised to meet Chinese President Xi Jinping at the U.S.-hosted Asia-Pacific Economic Cooperation ( APEC ) summit in San Francisco. What Happened: This is the first APEC meeting hosted by the U.S. in over a decade.,https://cdn.benzinga.com/files/images/story/2023/Xi-Jinping_0.jpeg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",0.113163,Neutral,[]
AAPL,Apple's VisionOS Beta 6 Release Unveils Onboarding Videos For Its Highly-Anticipated Mixed Reality Headset - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/news/23/11/35797997/apples-visionos-beta-6-release-unveils-onboarding-videos-for-its-highly-anticipated-mixed-reality-he,20231115T083626,['Ananya Gairola'],"Apple Inc. AAPL has rolled out new onboarding videos in its latest visionOS beta release for the forthcoming Vision Pro headset, providing users a headstart navigating the innovative device.",https://cdn.benzinga.com/files/images/story/2023/apple-vision-pro.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.410973,Bullish,[]
