symbol,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiments
AAPL,"Warren Buffett Diversifies Beyond Apple: Berkshire Hathaway's Financial Sector Bets - Aon  ( NYSE:AON ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/news/23/11/35832894/warren-buffett-diversifies-beyond-apple-berkshire-hathaways-financial-sector-bets,20231116T171223,['Surbhi Jain'],"When evaluating the investment strategy of billionaire and legendary investor Warren Buffett, it's important to consider more than just his stake in Apple Inc AAPL. A recent third-quarter 13F filing revealed that Apple remains the largest holding in Berkshire Hathaway Inc.'s BRK BRK portfolio, ...",https://cdn.benzinga.com/files/images/story/2023/warren-buffett-Fortune-Live-Media4.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}]",0.176861,Somewhat-Bullish,[]
AAPL,Chip war nixes Alibaba's plan to spin out cloud business | Business,https://www.cnn.com/2023/11/16/tech/us-china-alibaba-cloud-business/index.html,20231116T160800,['Hanna Ziady'],Chip war nixes Alibaba's plan to spin out cloud business ...,"https://media.cnn.com/api/v1/images/stellar/prod/231115200449-01-xi-jinping-apec-speak-111523.jpg?c=16x9&q=h_144,w_256,c_fill",CNN,Economy,www.cnn.com,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.098636,Neutral,[]
AAPL,Concerned that your Apple HomePod devices might be recording your private conversations?,https://www.benzinga.com/pressreleases/23/11/g35829384/concerned-that-your-apple-homepod-devices-might-be-recording-your-private-conversations,20231116T151147,['Globe Newswire'],"NEW YORK, Nov. 16, 2023 ( GLOBE NEWSWIRE ) -- Lowey Dannenberg P.C., a prominent law firm specializing in consumer and investor redress, is actively representing consumers in a class action against Apple Inc. The case, Lopez et al. v.",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.069678,Neutral,[]
AAPL,Pay Attention: Three Important Companies Signal A Slowdown But Market Mechanics Are Powerful - Walmart  ( NYSE:WMT ) ,https://www.benzinga.com/markets/23/11/35829059/pay-attention-three-important-companies-signal-a-slowdown-but-market-mechanics-are-powerful,20231116T150315,['The Arora Report'],"To gain an edge, this is what you need to know today. Please click here for a chart of Walmart Inc WMT. Cisco Systems Inc CSCO, the biggest networking company, is indicating that enterprise spending is slowing down.",https://cdn.benzinga.com/files/maxim-hopman-fixlqxahcfk-unsplash_1_8.jpg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.996718'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",0.276402,Somewhat-Bullish,[]
AAPL,Long-Time Meta Quest Developer Doesn't Think Zuckerberg's Device Will Satisfy Users Who Want The Best: 'I Think The Quest Is Good For Kids' - Meta Platforms  ( NASDAQ:META ) ,https://www.benzinga.com/news/23/11/35826454/long-time-meta-quest-developer-doesnt-think-zuckerbergs-device-will-satisfy-users-who-want-the-best,20231116T134505,['Ananya Gairola'],"In a candid interview with Benzinga, long-time developer and CEO of VR music platform Soundscape, Eric Alexander, spoke about the difference between Meta Platform Inc.'s META Quest lineup and Apple Inc.'s AAPL first-generation mixed reality headset, Vision Pro. Spoiler Alert: He prefers Apple's ...",https://cdn.benzinga.com/files/images/story/2023/Eric-Alexander.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.349302,Somewhat-Bullish,[]
AAPL,Futures Fall Ahead Of Jobless Claims,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-jobless-claims-cisco-walmart-dive-on-earnings/,20231116T132200,"['SCOTT LEHTONEN', ""Investor's Business Daily""]","Dow Jones futures dropped Thursday morning ahead of the Labor Department's initial unemployment claims. Meanwhile, Cisco Systems ( CSCO ) and Walmart ( WMT ) crumbled on disappointing earnings reports. First-time jobless claims are due at 8:30 a.m.",https://www.investors.com/wp-content/uploads/2019/10/stock-wall-street-flags-adobe.jpg,Investors Business Daily,,www.investors.com,"[{'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.976671'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}]",0.083586,Neutral,[]
AAPL,Digital Health Market is Expected to Reach $549.7 billion | MarketsandMarkets.,https://www.benzinga.com/pressreleases/23/11/g35824455/digital-health-market-is-expected-to-reach-549-7-billion-marketsandmarkets,20231116T123000,['Globe Newswire'],"Chicago, Nov. 16, 2023 ( GLOBE NEWSWIRE ) -- Digital Health market in terms of revenue was estimated to be worth $180.2 billion in 2023 and is poised to reach $549.7 billion by 2028, growing at a CAGR of 25.0% from 2023 to 2028 according to a latest report published by MarketsandMarkets™.",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,News,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.249454,Somewhat-Bullish,[]
AAPL,3 Northern Mutual Funds to Buy for Impressive Returns,https://www.zacks.com/stock/news/2185133/3-northern-mutual-funds-to-buy-for-impressive-returns,20231116T121600,['Zacks Equity Research'],"Invest in Northern mutual funds such as NMIEX, NUESX and NSGRX for consistent returns.",https://staticx-tuner.zacks.com/images/articles/main/d9/554.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.99793'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",0.266143,Somewhat-Bullish,[]
AAPL,Apple Will Solve The Biggest iPhone 15 Issue With This Technology In The iPhone 16 - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/news/23/11/35823909/apple-will-solve-the-biggest-iphone-15-issue-with-this-technology-in-the-iphone-16,20231116T121256,['Rounak Jain'],"In response to overheating issues in the iPhone 15 models, Apple Inc. AAPL is reportedly developing a hardware solution for its forthcoming iPhone 16 model. The solution is said to incorporate a graphene heat sink.",https://cdn.benzinga.com/files/images/story/2023/iPhone-15-Pro_1.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.167681,Somewhat-Bullish,[]
AAPL,"After Crushing Expectations Once Again, This Payments Stock is Up 170% This Year. Can it Keep Winning?",https://www.fool.com/investing/2023/11/16/after-crushing-expectations-once-again-this-paymen/,20231116T115500,['Courtney Carlsen'],Affirm Holdings is riding a massive wave in an industry that could grow by 30% annually over the next decade.,https://media.ycharts.com/charts/90e9c3b405300bdde2041179d9ad6f5e.png,Motley Fool,,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.839681'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.244311,Somewhat-Bullish,[]
AAPL,Should SPDR MSCI USA StrategicFactors ETF  ( QUS )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2185086/should-spdr-msci-usa-strategicfactors-etf-qus-be-on-your-investing-radar,20231116T112006,['Zacks Equity Research'],Style Box ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default317.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.120182,Neutral,[]
AAPL,Should BNY Mellon US Large Cap Core Equity ETF  ( BKLC )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2185092/should-bny-mellon-us-large-cap-core-equity-etf-bklc-be-on-your-investing-radar,20231116T112005,['Zacks Equity Research'],Style Box ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default8.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.186375,Somewhat-Bullish,[]
AAPL,Is WisdomTree U.S. LargeCap Dividend ETF  ( DLN )  a Strong ETF Right Now?,https://www.zacks.com/stock/news/2185094/is-wisdomtree-us-largecap-dividend-etf-dln-a-strong-etf-right-now,20231116T112005,['Zacks Equity Research'],Smart Beta ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default105.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.999759'}]",0.284313,Somewhat-Bullish,[]
AAPL,"Sony Has A Black Friday Treat For PlayStation 5 Owners: Six Months Of Free Apple Music, Here's How To Get It - Sony Group  ( NYSE:SONY ) ",https://www.benzinga.com/general/gaming/23/11/35822415/sony-has-a-black-friday-treat-for-playstation-5-owners-six-months-of-free-apple-music-heres-how-to,20231116T104454,['Rounak Jain'],"Sony Group Corp. SONY has a sweet new Black Friday deal for existing PlayStation 5 owners, offering a free six-month subscription to Apple Music. What Happened: If you already have a PlayStation 5 gaming console, you can grab a six-month of Apple Music subscription for free.",https://cdn.benzinga.com/files/images/story/2023/Playstation-5.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.421127,Bullish,[]
AAPL,"iPhone 15 Wireless Charging Is Now Broken In GM Cars After Issues With BMW - Apple  ( NASDAQ:AAPL ) , BMW  ( OTC:BMWYY ) ",https://www.benzinga.com/news/23/11/35820909/iphone-15-wireless-charging-is-now-broken-in-gm-cars-after-issues-with-bmw,20231116T075936,['Rounak Jain'],"iPhone 15's wireless charging troubles don't seem to end. GM car owners are now reporting that wireless charging is broken on their iPhone 15. What Happened: Less than a month after BMW AG BMWYY car owners reported wireless charging issues with Apple Inc.'s AAPL iPhone 15 series, it's the turn of ...",https://cdn.benzinga.com/files/images/story/2023/iPhone-15-Pro_0.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",-0.246579,Somewhat-Bearish,[]
AAPL,US Questions Apple After Cupertino Giant Abruptly Pulls The Plug On Jon Stewart Show Following China Content - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/general/entertainment/23/11/35820266/us-questions-apple-after-cupertino-giant-abruptly-pulls-the-plug-on-jon-stewart-show-follow,20231116T054311,['Benzinga Neuro'],"In an unexpected turn of events, Apple Inc. AAPL is facing scrutiny from U.S. lawmakers concerning the abrupt dismissal of Jon Stewart's television program from its streaming platform, Apple TV+. The lawmakers have raised concerns over potential interference from China in the decision-making ...",https://cdn.benzinga.com/files/images/story/2023/Poznan--Pol---Feb-04--2020-Flat-screen-T.jpeg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.120721,Neutral,[]
AAPL,"This Isn't Last Year's Stock Market: Investor Says Rally Should Continue Throughout End Of Year, Into 2024 - Microsoft  ( NASDAQ:MSFT ) , Apple  ( NASDAQ:AAPL ) , SPDR S&P 500  ( ARCA:SPY ) ",https://www.benzinga.com/markets/23/11/35814076/this-isnt-last-years-stock-market-investor-says-rally-should-continue-throughout-end-of-year-into-20,20231115T213551,['Aaron Bry'],"NewEdge Wealth Chief Investment Officer Cameron Dawson joined Benzinga's Pre-Market Prep show Wednesday morning to discuss the recent rally in the stock market. Dawson said that unlike last year when the market sold off toward the end of the year, this ""Santa Claus rally"" should last throughout ...",https://cdn.benzinga.com/files/images/story/2023/11/15/shutterstock_2314332239.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.116144,Neutral,[]
AAPL,Stock Market Today: Stocks Keep Climbing After Latest Inflation Data,https://www.kiplinger.com/investing/stocks/stock-market-today-stocks-keep-climbing-after-latest-inflation-data,20231115T211038,['Karee Venema'],"Another encouraging reading on inflation and some bad-news-is-good-news retail sales data helped stocks open higher Wednesday, with the main indexes building on Tuesday's blowout gains.",https://cdn.mos.cms.futurecdn.net/SmK3VJNWDm7z7ycgbpPZ35-415-80.jpg,Kiplinger,,www.kiplinger.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.158511,Somewhat-Bullish,[]
AAPL,REI accused of widespread labor law violations at unionized US stores,https://www.reuters.com/business/retail-consumer/rei-accused-widespread-labor-law-violations-unionized-us-stores-2023-11-15/,20231115T204000,['Daniel Wiessner'],"A woman jogs past an REI store that is closed on Black Friday with the San Gabriel Mountains visible in the distance, in Arcadia, California, November 27, 2015. REUTERS/David McNew/File Photo Acquire Licensing Rights",https://s3.amazonaws.com/arc-authors/reuters/bdb4e34b-8122-4c57-94e1-851c4d54423b.png,Reuters,Business,www.reuters.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",-0.021593,Neutral,[]
AAPL,"Google Black Friday Deals Are Here: Get Discounts Of Up To $400 On Pixel 8, Pixel Fold, Pixel Buds Pro And More - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/news/23/11/35813508/google-black-friday-deals-are-here-get-discounts-of-up-to-400-on-pixel-8-pixel-fold-pixel-buds-pro-a,20231115T195040,['Rounak Jain'],"After Apple Inc. AAPL, Google is joining the Black Friday sale fervor with some eye-watering discounts of up to $400 on the Pixel Fold, Pixel 8, and several other Google products. What Happened: Google Black Friday deals are finally here, offering discounts on everything from the latest Pixel 8 ...",https://cdn.benzinga.com/files/images/story/2023/Pixel-8-series.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.383187,Bullish,[]
AAPL,Laptop market is driven by the increasing application of laptops in educational institutions - Technavio,https://www.benzinga.com/pressreleases/23/11/n35812912/laptop-market-is-driven-by-the-increasing-application-of-laptops-in-educational-institutions-techn,20231115T191500,['PRNewswire'],"NEW YORK, Nov. 15, 2023 /PRNewswire/ -- In a recent report by Technavio, titled Laptop Market Analysis North America, Europe, APAC, South America, Middle East and Africa - US, China, Japan, Germany, UK - Size and Forecast 2024-2028,"" the significance of the laptop market is revealed.",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.43824,Bullish,[]
AAPL,"Market Clubhouse Morning Memo - November 15th, 2023  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, META, TSLA, And GOOGL )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",https://www.benzinga.com/trading-ideas/23/11/35808078/market-clubhouse-morning-memo-november-15th-2023-trade-strategy-for-spy-qqq-aapl-msft-nvda-meta-tsl,20231115T155337,['RIPS'],"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, META, TSLA, and GOOGL. Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account price, volume, and options flow.",https://cdn.benzinga.com/files/market-clubhouse-morning-memo_109.png?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.996023'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.220593,Somewhat-Bullish,[]
AAPL,Wholesale Inflation Lower Than Expected But Retail Sales Data Creates A Rethink In The Stock Market - Target  ( NYSE:TGT ) ,https://www.benzinga.com/markets/23/11/35807623/wholesale-inflation-lower-than-expected-but-retail-sales-data-creates-a-rethink-in-the-stock-market,20231115T153734,['The Arora Report'],"To gain an edge, this is what you need to know today. Please click here for a chart of SPDR S&P 500 ETF Trust SPY which represents the benchmark stock market index S&P 500 ( SPX ) . Headline PPI came at -0.5% vs. 0.1% consensus. This is the biggest decline since April 2020.",https://cdn.benzinga.com/files/yiorgos-ntrahas-mcauhlgirvs-unsplash_8_9.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.999894'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.795202'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}]",0.242765,Somewhat-Bullish,[]
AAPL,Better Buy: Amazon vs. Apple,https://www.fool.com/investing/2023/11/15/better-buy-amazon-vs-apple/,20231115T150000,['Dani Cook'],"These companies dominate their respective markets, but one is offering investors far more value.",https://media.ycharts.com/charts/8641dded7247914becaaac738035980a.png,Motley Fool,,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.503496'}, {'topic': 'Earnings', 'relevance_score': '0.650727'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.322069,Somewhat-Bullish,[]
